Battery temp, Charger temp, Battery voltage, Battery current, Battery capacity
29,Not,8180,4439,45
29,Not,8180,4439,45
29,Not,8181,4439,45
29,Not,8181,4439,45
29,Not,8183,4438,45
29,Not,8182,4439,45
29,Not,8183,4439,45
29,Not,8183,4439,45
29,Not,8182,4438,45
29,Not,8182,4439,45
29,Not,8182,4439,45
29,Not,8182,4439,45
29,Not,8182,4439,45
29,Not,8183,4438,45
29,Not,8183,4439,45
29,Not,8183,4439,45
29,Not,8183,4439,45
29,Not,8183,4439,46
29,Not,8183,4439,46
29,Not,8183,4439,46
29,Not,8183,4439,46
29,Not,8186,4439,46
29,Not,8186,4439,46
29,Not,8187,4439,46
29,Not,8187,4438,46
29,Not,8187,4439,46
29,Not,8185,4439,46
29,Not,8186,4439,46
29,Not,8186,4439,46
29,Not,8186,4439,46
29,Not,8186,4439,46
29,Not,8186,4438,46
29,Not,8186,4439,46
29,Not,8186,4439,46
29,Not,8186,4439,46
29,Not,8186,4439,46
29,Not,8187,4439,46
29,Not,8187,4439,46
29,Not,8187,4439,46
29,Not,8187,4439,46
29,Not,8187,4438,46
29,Not,8187,4439,46
29,Not,8188,4439,46
29,Not,8190,4439,46
29,Not,8190,4439,46
29,Not,8190,4439,46
29,Not,8190,4439,46
29,Not,8189,4439,46
29,Not,8189,4439,46
29,Not,8189,4439,46
29,Not,8189,4439,46
29,Not,8189,4439,46
29,Not,8189,4439,46
29,Not,8189,4439,46
29,Not,8190,4439,46
29,Not,8190,4439,46
29,Not,8190,4438,46
29,Not,8190,4439,46
29,Not,8191,4439,46
29,Not,8191,4439,46
29,Not,8193,4439,46
29,Not,8193,4439,46
29,Not,8193,4439,46
29,Not,8194,4439,46
29,Not,8194,4439,46
29,Not,8192,4439,46
29,Not,8193,4439,47
29,Not,8193,4439,47
29,Not,8193,4439,47
29,Not,8193,4438,47
29,Not,8193,4439,47
29,Not,8193,4439,47
29,Not,8193,4439,47
29,Not,8193,4438,47
29,Not,8193,4439,47
29,Not,8193,4439,47
29,Not,8194,4439,47
29,Not,8194,4439,47
29,Not,8194,4439,47
29,Not,8194,4439,47
29,Not,8194,4439,47
29,Not,8194,4438,47
29,Not,8195,4439,47
29,Not,8197,4438,47
29,Not,8197,4438,47
29,Not,8197,4439,47
29,Not,8196,4439,47
29,Not,8195,4439,47
29,Not,8196,4438,47
29,Not,8196,4439,47
29,Not,8196,4439,47
29,Not,8196,4439,47
29,Not,8196,4439,47
29,Not,8196,4439,47
29,Not,8197,4438,47
29,Not,8197,4439,47
29,Not,8197,4438,47
29,Not,8197,4439,47
29,Not,8198,4439,47
29,Not,8199,4439,47
29,Not,8200,4439,47
29,Not,8200,4439,47
29,Not,8200,4439,47
29,Not,8201,4439,47
29,Not,8199,4439,47
29,Not,8199,4439,47
29,Not,8200,4439,47
29,Not,8200,4439,47
29,Not,8200,4438,47
29,Not,8200,4439,47
29,Not,8200,4439,47
29,Not,8200,4439,47
29,Not,8200,4439,47
29,Not,8200,4439,47
29,Not,8200,4439,47
29,Not,8200,4438,47
29,Not,8200,4439,48
29,Not,8201,4439,48
29,Not,8201,4439,48
29,Not,8201,4439,48
29,Not,8201,4438,48
29,Not,8203,4438,48
29,Not,8203,4439,48
29,Not,8203,4438,48
29,Not,8204,4439,48
29,Not,8203,4439,48
29,Not,8203,4439,48
29,Not,8203,4439,48
29,Not,8203,4438,48
29,Not,8203,4439,48
29,Not,8203,4439,48
29,Not,8203,4439,48
29,Not,8204,4438,48
29,Not,8204,4439,48
29,Not,8204,4439,48
29,Not,8204,4439,48
29,Not,8204,4439,48
29,Not,8204,4439,48
29,Not,8206,4439,48
29,Not,8206,4438,48
29,Not,8207,4439,48
29,Not,8208,4438,48
29,Not,8206,4439,48
29,Not,8206,4438,48
29,Not,8207,4439,48
29,Not,8207,4438,48
29,Not,8207,4439,48
29,Not,8207,4438,48
29,Not,8208,4439,48
29,Not,8207,4439,48
29,Not,8207,4439,48
29,Not,8207,4439,48
29,Not,8207,4439,48
29,Not,8207,4438,48
29,Not,8208,4439,48
29,Not,8208,4439,48
29,Not,8208,4439,48
29,Not,8208,4439,48
29,Not,8208,4439,48
29,Not,8210,4439,48
29,Not,8211,4439,48
29,Not,8211,4439,48
29,Not,8211,4439,48
29,Not,8211,4438,48
29,Not,8210,4439,49
29,Not,8210,4439,49
29,Not,8211,4439,49
29,Not,8210,4439,49
29,Not,8211,4438,49
29,Not,8211,4439,49
29,Not,8211,4439,49
29,Not,8211,4439,49
29,Not,8211,4439,49
29,Not,8211,4439,49
29,Not,8212,4439,49
29,Not,8212,4439,49
29,Not,8214,4439,49
29,Not,8214,4439,49
29,Not,8214,4439,49
29,Not,8215,4439,49
29,Not,8215,4439,49
29,Not,8215,4439,49
29,Not,8214,4438,49
29,Not,8214,4439,49
29,Not,8214,4439,49
29,Not,8214,4439,49
29,Not,8214,4439,49
29,Not,8215,4439,49
29,Not,8215,4439,49
29,Not,8215,4438,49
29,Not,8215,4439,49
29,Not,8215,4439,49
29,Not,8215,4439,49
29,Not,8215,4438,49
29,Not,8215,4439,49
29,Not,8216,4439,49
29,Not,8216,4439,49
29,Not,8216,4438,49
29,Not,8218,4438,49
29,Not,8218,4439,49
29,Not,8219,4439,49
29,Not,8219,4439,49
29,Not,8217,4439,49
29,Not,8218,4439,49
29,Not,8218,4439,49
29,Not,8218,4439,49
29,Not,8218,4439,49
29,Not,8218,4439,49
29,Not,8218,4439,49
29,Not,8218,4438,49
29,Not,8219,4439,49
29,Not,8219,4439,49
29,Not,8219,4439,49
29,Not,8219,4438,50
29,Not,8220,4439,50
29,Not,8221,4439,50
29,Not,8222,4439,50
29,Not,8222,4438,50
29,Not,8222,4439,50
29,Not,8222,4439,50
29,Not,8222,4439,50
29,Not,8222,4439,50
29,Not,8222,4439,50
29,Not,8222,4439,50
29,Not,8222,4439,50
29,Not,8222,4439,50
29,Not,8223,4439,50
29,Not,8223,4439,50
29,Not,8223,4439,50
29,Not,8223,4439,50
29,Not,8223,4439,50
29,Not,8223,4439,50
29,Not,8223,4439,50
29,Not,8223,4439,50
29,Not,8223,4439,50
29,Not,8224,4438,50
29,Not,8226,4439,50
29,Not,8226,4439,50
29,Not,8226,4438,50
29,Not,8226,4438,50
29,Not,8225,4439,50
29,Not,8225,4438,50
29,Not,8225,4439,50
29,Not,8225,4439,50
29,Not,8226,4439,50
29,Not,8226,4438,50
29,Not,8226,4439,50
29,Not,8226,4439,50
29,Not,8226,4439,50
29,Not,8227,4439,50
29,Not,8227,4438,50
29,Not,8227,4439,50
29,Not,8227,4438,50
29,Not,8229,4439,50
29,Not,8229,4439,50
29,Not,8230,4439,50
29,Not,8230,4439,50
29,Not,8229,4439,50
29,Not,8229,4439,50
29,Not,8230,4439,50
29,Not,8230,4438,50
29,Not,8230,4438,50
29,Not,8230,4438,50
29,Not,8230,4439,51
29,Not,8230,4439,51
29,Not,8230,4438,51
29,Not,8231,4439,51
29,Not,8231,4438,51
29,Not,8231,4439,51
29,Not,8230,4438,51
29,Not,8231,4439,51
29,Not,8231,4438,51
29,Not,8231,4438,51
29,Not,8232,4439,51
29,Not,8234,4438,51
29,Not,8234,4439,51
29,Not,8234,4438,51
29,Not,8234,4439,51
29,Not,8233,4438,51
29,Not,8233,4439,51
29,Not,8233,4439,51
29,Not,8233,4438,51
29,Not,8233,4438,51
29,Not,8234,4438,51
29,Not,8234,4439,51
29,Not,8234,4439,51
29,Not,8234,4439,51
29,Not,8234,4439,51
29,Not,8235,4439,51
29,Not,8235,4438,51
29,Not,8235,4439,51
29,Not,8237,4439,51
29,Not,8237,4438,51
29,Not,8237,4438,51
29,Not,8238,4438,51
29,Not,8237,4439,51
29,Not,8237,4438,51
29,Not,8238,4439,51
29,Not,8238,4438,51
29,Not,8238,4438,51
29,Not,8238,4438,51
29,Not,8238,4439,51
29,Not,8238,4439,51
29,Not,8238,4438,51
29,Not,8238,4439,51
29,Not,8238,4438,51
29,Not,8238,4439,51
29,Not,8239,4438,51
29,Not,8239,4438,51
29,Not,8239,4439,51
29,Not,8239,4439,51
29,Not,8240,4438,52
29,Not,8240,4439,52
29,Not,8241,4439,52
29,Not,8242,4439,52
29,Not,8242,4439,52
29,Not,8242,4438,52
29,Not,8241,4439,52
29,Not,8241,4439,52
29,Not,8241,4439,52
29,Not,8241,4439,52
29,Not,8242,4439,52
29,Not,8242,4439,52
29,Not,8242,4439,52
29,Not,8242,4438,52
29,Not,8243,4439,52
29,Not,8243,4438,52
29,Not,8243,4439,52
29,Not,8243,4438,52
29,Not,8245,4439,52
29,Not,8245,4438,52
29,Not,8246,4439,52
29,Not,8246,4439,52
29,Not,8247,4439,52
29,Not,8245,4438,52
29,Not,8245,4439,52
29,Not,8245,4439,52
29,Not,8246,4438,52
29,Not,8246,4439,52
29,Not,8246,4438,52
29,Not,8246,4439,52
29,Not,8246,4439,52
29,Not,8246,4439,52
29,Not,8246,4439,52
29,Not,8247,4439,52
29,Not,8247,4438,52
29,Not,8247,4439,52
29,Not,8248,4439,52
29,Not,8248,4438,52
29,Not,8248,4439,52
29,Not,8248,4438,52
29,Not,8249,4439,52
29,Not,8250,4438,52
29,Not,8250,4439,52
29,Not,8251,4438,52
29,Not,8249,4439,52
29,Not,8249,4438,52
29,Not,8250,4439,52
29,Not,8250,4438,52
29,Not,8250,4439,52
29,Not,8250,4439,52
29,Not,8250,4438,53
29,Not,8251,4439,53
29,Not,8250,4438,53
29,Not,8251,4438,53
29,Not,8251,4439,53
29,Not,8252,4438,53
29,Not,8252,4439,53
29,Not,8254,4439,53
29,Not,8254,4439,53
29,Not,8254,4439,53
29,Not,8255,4438,53
29,Not,8255,4439,53
29,Not,8254,4439,53
29,Not,8254,4439,53
29,Not,8254,4438,53
29,Not,8255,4439,53
29,Not,8255,4439,53
29,Not,8255,4438,53
29,Not,8255,4439,53
29,Not,8255,4439,53
29,Not,8255,4439,53
29,Not,8255,4438,53
29,Not,8255,4439,53
29,Not,8256,4439,53
29,Not,8256,4439,53
29,Not,8256,4439,53
29,Not,8256,4439,53
29,Not,8256,4439,53
29,Not,8257,4439,53
29,Not,8258,4439,53
29,Not,8259,4439,53
29,Not,8259,4438,53
29,Not,8259,4439,53
29,Not,8258,4438,53
29,Not,8258,4439,53
29,Not,8258,4438,53
29,Not,8259,4438,53
29,Not,8259,4439,53
29,Not,8259,4438,53
29,Not,8259,4439,53
29,Not,8259,4439,53
29,Not,8260,4439,53
29,Not,8260,4439,53
29,Not,8260,4438,53
29,Not,8261,4439,53
29,Not,8262,4439,53
29,Not,8263,4439,53
29,Not,8263,4439,53
29,Not,8264,4439,54
29,Not,8264,4439,54
29,Not,8263,4438,54
29,Not,8263,4439,54
29,Not,8263,4438,54
29,Not,8263,4439,54
29,Not,8264,4439,54
29,Not,8264,4438,54
29,Not,8264,4439,54
29,Not,8264,4439,54
29,Not,8264,4439,54
29,Not,8264,4438,54
29,Not,8264,4439,54
29,Not,8264,4439,54
29,Not,8265,4439,54
29,Not,8265,4438,54
29,Not,8265,4438,54
29,Not,8266,4439,54
29,Not,8266,4439,54
29,Not,8267,4438,54
29,Not,8268,4439,54
29,Not,8268,4439,54
29,Not,8268,4438,54
29,Not,8267,4438,54
29,Not,8267,4439,54
29,Not,8267,4439,54
29,Not,8268,4438,54
29,Not,8268,4438,54
29,Not,8268,4439,54
29,Not,8268,4438,54
29,Not,8268,4438,54
29,Not,8269,4439,54
29,Not,8269,4438,54
29,Not,8269,4439,54
29,Not,8269,4438,54
29,Not,8272,4438,54
29,Not,8272,4439,54
29,Not,8273,4438,54
29,Not,8273,4439,54
29,Not,8273,4438,54
29,Not,8272,4439,54
29,Not,8272,4438,54
29,Not,8272,4439,54
29,Not,8272,4438,54
29,Not,8273,4439,54
29,Not,8273,4439,54
29,Not,8273,4439,54
29,Not,8273,4438,54
29,Not,8273,4439,54
29,Not,8273,4439,54
29,Not,8273,4438,55
29,Not,8274,4439,55
29,Not,8274,4439,55
29,Not,8274,4438,55
29,Not,8274,4438,55
29,Not,8274,4439,55
29,Not,8274,4439,55
29,Not,8277,4439,55
29,Not,8277,4438,55
29,Not,8277,4439,55
29,Not,8277,4439,55
29,Not,8276,4439,55
29,Not,8277,4439,55
30,Not,8277,4439,55
30,Not,8277,4438,55
30,Not,8277,4439,55
30,Not,8277,4439,55
30,Not,8277,4439,55
30,Not,8278,4439,55
30,Not,8278,4438,55
30,Not,8278,4438,55
30,Not,8278,4439,55
30,Not,8279,4438,55
30,Not,8279,4439,55
30,Not,8281,4439,55
30,Not,8282,4438,55
30,Not,8282,4439,55
30,Not,8282,4438,55
30,Not,8281,4438,55
30,Not,8281,4439,55
30,Not,8282,4439,55
30,Not,8282,4439,55
30,Not,8282,4439,55
30,Not,8282,4439,55
30,Not,8281,4438,55
30,Not,8282,4439,55
30,Not,8282,4439,55
30,Not,8282,4439,55
30,Not,8283,4438,55
30,Not,8283,4439,55
30,Not,8283,4439,55
30,Not,8283,4439,55
30,Not,8283,4438,55
30,Not,8284,4439,55
30,Not,8284,4439,55
30,Not,8286,4439,55
30,Not,8286,4439,55
30,Not,8287,4439,55
30,Not,8287,4438,55
30,Not,8285,4438,56
30,Not,8285,4438,56
30,Not,8286,4439,56
30,Not,8286,4438,56
30,Not,8286,4439,56
30,Not,8287,4439,56
30,Not,8287,4438,56
30,Not,8287,4438,56
30,Not,8287,4439,56
30,Not,8288,4438,56
30,Not,8288,4439,56
30,Not,8288,4438,56
30,Not,8289,4438,56
30,Not,8291,4438,56
30,Not,8291,4439,56
30,Not,8291,4439,56
30,Not,8292,4438,56
30,Not,8290,4439,56
30,Not,8290,4438,56
30,Not,8291,4439,56
30,Not,8291,4439,56
30,Not,8291,4438,56
30,Not,8291,4438,56
30,Not,8291,4439,56
30,Not,8291,4438,56
30,Not,8292,4438,56
30,Not,8292,4439,56
30,Not,8292,4439,56
30,Not,8292,4438,56
30,Not,8293,4438,56
30,Not,8293,4439,56
30,Not,8293,4439,56
30,Not,8293,4438,56
30,Not,8294,4438,56
30,Not,8296,4439,56
30,Not,8296,4438,56
30,Not,8296,4438,56
30,Not,8297,4439,56
30,Not,8295,4439,56
30,Not,8295,4438,56
30,Not,8296,4439,56
30,Not,8296,4438,56
30,Not,8296,4438,56
30,Not,8296,4438,56
30,Not,8297,4439,56
30,Not,8297,4439,56
30,Not,8297,4438,56
30,Not,8297,4439,56
30,Not,8298,4439,57
30,Not,8298,4439,57
30,Not,8298,4439,57
30,Not,8300,4438,57
30,Not,8301,4439,57
30,Not,8301,4438,57
30,Not,8301,4439,57
30,Not,8300,4439,57
30,Not,8300,4439,57
30,Not,8301,4439,57
30,Not,8301,4439,57
30,Not,8301,4438,57
30,Not,8301,4439,57
30,Not,8301,4438,57
30,Not,8301,4439,57
30,Not,8302,4439,57
30,Not,8302,4439,57
30,Not,8302,4439,57
30,Not,8302,4438,57
30,Not,8302,4439,57
30,Not,8303,4439,57
30,Not,8303,4438,57
30,Not,8303,4438,57
30,Not,8303,4439,57
30,Not,8306,4439,57
30,Not,8306,4438,57
30,Not,8306,4438,57
30,Not,8306,4439,57
30,Not,8307,4438,57
30,Not,8306,4439,57
30,Not,8306,4439,57
30,Not,8306,4438,57
30,Not,8306,4439,57
30,Not,8306,4439,57
30,Not,8307,4438,57
30,Not,8307,4439,57
30,Not,8307,4439,57
30,Not,8307,4439,57
30,Not,8307,4438,57
30,Not,8308,4439,57
30,Not,8308,4438,57
30,Not,8309,4438,57
30,Not,8311,4439,57
30,Not,8312,4438,57
30,Not,8312,4439,57
30,Not,8312,4438,57
30,Not,8311,4439,57
30,Not,8311,4438,57
30,Not,8311,4438,57
30,Not,8311,4438,57
30,Not,8311,4438,58
30,Not,8311,4439,58
30,Not,8312,4439,58
30,Not,8312,4439,58
30,Not,8312,4439,58
30,Not,8312,4438,58
30,Not,8313,4438,58
30,Not,8313,4438,58
30,Not,8313,4438,58
30,Not,8313,4438,58
30,Not,8313,4438,58
30,Not,8314,4439,58
30,Not,8316,4438,58
30,Not,8316,4439,58
30,Not,8316,4438,58
30,Not,8317,4439,58
30,Not,8317,4438,58
30,Not,8316,4438,58
30,Not,8316,4439,58
30,Not,8316,4438,58
30,Not,8316,4439,58
30,Not,8317,4438,58
30,Not,8317,4439,58
30,Not,8317,4438,58
30,Not,8318,4438,58
30,Not,8318,4438,58
30,Not,8318,4439,58
30,Not,8318,4438,58
30,Not,8318,4439,58
30,Not,8321,4438,58
30,Not,8321,4439,58
30,Not,8322,4438,58
30,Not,8322,4438,58
30,Not,8322,4438,58
30,Not,8321,4439,58
30,Not,8321,4438,58
30,Not,8321,4438,58
30,Not,8322,4439,58
30,Not,8321,4439,58
30,Not,8322,4438,58
30,Not,8322,4438,58
30,Not,8322,4438,58
30,Not,8323,4439,58
30,Not,8323,4439,58
30,Not,8323,4438,58
30,Not,8323,4438,58
30,Not,8323,4439,58
30,Not,8323,4438,58
30,Not,8324,4439,59
30,Not,8324,4438,59
30,Not,8326,4438,59
30,Not,8327,4439,59
30,Not,8327,4438,59
30,Not,8327,4439,59
30,Not,8326,4439,59
30,Not,8326,4439,59
30,Not,8326,4438,59
30,Not,8327,4438,59
30,Not,8327,4439,59
30,Not,8327,4438,59
30,Not,8327,4439,59
30,Not,8327,4438,59
30,Not,8328,4438,59
30,Not,8328,4439,59
30,Not,8328,4438,59
30,Not,8329,4438,59
30,Not,8329,4438,59
30,Not,8332,4438,59
30,Not,8332,4439,59
30,Not,8333,4438,59
30,Not,8333,4438,59
30,Not,8331,4438,59
30,Not,8332,4439,59
30,Not,8332,4438,59
30,Not,8332,4439,59
30,Not,8332,4439,59
30,Not,8332,4438,59
30,Not,8332,4438,59
30,Not,8333,4438,59
30,Not,8333,4439,59
30,Not,8333,4438,59
30,Not,8333,4438,59
30,Not,8334,4438,59
30,Not,8334,4439,59
30,Not,8334,4439,59
30,Not,8334,4438,59
30,Not,8335,4439,59
30,Not,8335,4438,59
30,Not,8337,4439,59
30,Not,8337,4438,59
30,Not,8338,4439,59
30,Not,8338,4438,59
30,Not,8337,4439,59
30,Not,8337,4438,59
30,Not,8337,4438,59
30,Not,8337,4438,59
30,Not,8338,4438,59
30,Not,8338,4438,59
30,Not,8338,4438,60
30,Not,8338,4438,60
30,Not,8339,4439,60
30,Not,8339,4439,60
30,Not,8339,4438,60
30,Not,8340,4438,60
30,Not,8340,4438,60
30,Not,8343,4438,60
30,Not,8343,4438,60
30,Not,8343,4439,60
30,Not,8343,4438,60
30,Not,8342,4438,60
30,Not,8342,4439,60
30,Not,8343,4438,60
30,Not,8343,4439,60
30,Not,8343,4439,60
30,Not,8343,4439,60
30,Not,8343,4438,60
30,Not,8344,4438,60
30,Not,8344,4439,60
30,Not,8344,4438,60
30,Not,8344,4439,60
30,Not,8344,4438,60
30,Not,8344,4438,60
30,Not,8345,4439,60
30,Not,8345,4439,60
30,Not,8346,4439,60
30,Not,8346,4438,60
30,Not,8348,4439,60
30,Not,8348,4439,60
30,Not,8349,4438,60
30,Not,8349,4438,60
30,Not,8348,4439,60
30,Not,8348,4438,60
30,Not,8348,4438,60
30,Not,8348,4439,60
30,Not,8349,4439,60
30,Not,8349,4438,60
30,Not,8349,4438,60
30,Not,8349,4439,60
30,Not,8350,4438,60
30,Not,8350,4438,60
30,Not,8351,4438,60
30,Not,8351,4439,60
30,Not,8352,4438,60
30,Not,8353,4439,60
30,Not,8354,4438,60
30,Not,8354,4439,60
30,Not,8354,4438,60
30,Not,8353,4438,61
30,Not,8354,4438,61
30,Not,8354,4438,61
30,Not,8354,4439,61
30,Not,8354,4438,61
30,Not,8354,4438,61
30,Not,8354,4439,61
30,Not,8354,4439,61
30,Not,8355,4439,61
30,Not,8355,4438,61
30,Not,8356,4439,61
30,Not,8356,4438,61
30,Not,8356,4438,61
30,Not,8356,4438,61
30,Not,8357,4438,61
30,Not,8357,4439,61
30,Not,8357,4439,61
30,Not,8359,4439,61
30,Not,8359,4439,61
30,Not,8360,4438,61
30,Not,8360,4438,61
30,Not,8359,4439,61
30,Not,8359,4438,61
30,Not,8359,4439,61
30,Not,8360,4438,61
30,Not,8360,4439,61
30,Not,8360,4438,61
30,Not,8360,4438,61
30,Not,8361,4438,61
30,Not,8361,4439,61
30,Not,8362,4439,61
30,Not,8362,4439,61
30,Not,8362,4439,61
30,Not,8362,4438,61
30,Not,8365,4438,61
30,Not,8366,4439,61
30,Not,8365,4438,61
30,Not,8366,4438,61
30,Not,8366,4439,61
30,Not,8365,4438,61
30,Not,8365,4439,61
30,Not,8366,4438,61
30,Not,8367,4439,61
30,Not,8366,4439,61
30,Not,8366,4438,61
30,Not,8366,4439,61
30,Not,8366,4438,61
30,Not,8367,4438,61
30,Not,8367,4438,61
30,Not,8367,4438,62
30,Not,8368,4438,62
30,Not,8368,4438,62
30,Not,8368,4439,62
30,Not,8369,4438,62
30,Not,8369,4439,62
30,Not,8369,4438,62
30,Not,8371,4439,62
30,Not,8372,4438,62
30,Not,8371,4439,62
30,Not,8372,4438,62
30,Not,8371,4438,62
30,Not,8371,4438,62
30,Not,8371,4438,62
30,Not,8372,4439,62
30,Not,8372,4438,62
30,Not,8372,4439,62
30,Not,8372,4438,62
30,Not,8373,4438,62
30,Not,8373,4438,62
30,Not,8374,4439,62
30,Not,8374,4438,62
30,Not,8374,4439,62
30,Not,8375,4438,62
30,Not,8377,4438,62
30,Not,8377,4439,62
30,Not,8376,4438,62
30,Not,8378,4438,62
30,Not,8377,4438,62
30,Not,8377,4439,62
30,Not,8378,4438,62
30,Not,8378,4439,62
30,Not,8378,4439,62
30,Not,8378,4439,62
30,Not,8378,4438,62
30,Not,8378,4439,62
30,Not,8378,4438,62
30,Not,8379,4438,62
30,Not,8379,4438,62
30,Not,8379,4439,62
30,Not,8380,4438,62
30,Not,8380,4438,62
30,Not,8380,4438,62
30,Not,8381,4439,62
30,Not,8382,4438,62
30,Not,8383,4438,62
30,Not,8383,4439,62
30,Not,8384,4438,62
30,Not,8382,4438,62
30,Not,8383,4439,63
30,Not,8383,4438,63
30,Not,8383,4439,63
30,Not,8383,4438,63
30,Not,8384,4438,63
30,Not,8384,4438,63
30,Not,8384,4438,63
30,Not,8385,4438,63
30,Not,8385,4438,63
30,Not,8385,4439,63
30,Not,8386,4438,63
30,Not,8386,4439,63
30,Not,8389,4439,63
30,Not,8389,4438,63
30,Not,8390,4439,63
30,Not,8390,4439,63
30,Not,8388,4438,63
30,Not,8389,4438,63
30,Not,8389,4439,63
30,Not,8389,4438,63
30,Not,8390,4438,63
30,Not,8390,4438,63
30,Not,8390,4438,63
30,Not,8390,4438,63
30,Not,8390,4439,63
30,Not,8390,4438,63
30,Not,8391,4438,63
30,Not,8391,4438,63
30,Not,8391,4439,63
30,Not,8392,4438,63
30,Not,8392,4439,63
30,Not,8392,4438,63
30,Not,8393,4438,63
30,Not,8393,4438,63
30,Not,8394,4438,63
30,Not,8395,4438,63
30,Not,8396,4438,63
30,Not,8396,4438,63
30,Not,8395,4438,63
30,Not,8395,4438,63
30,Not,8395,4438,63
30,Not,8396,4439,63
30,Not,8396,4439,63
30,Not,8396,4438,63
30,Not,8396,4438,63
30,Not,8397,4438,63
30,Not,8397,4438,63
30,Not,8398,4439,63
30,Not,8398,4438,63
30,Not,8398,4439,64
30,Not,8399,4438,64
30,Not,8401,4438,64
30,Not,8402,4438,64
30,Not,8402,4439,64
30,Not,8402,4439,64
30,Not,8401,4438,64
30,Not,8401,4438,64
30,Not,8401,4438,64
30,Not,8402,4439,64
30,Not,8402,4438,64
30,Not,8402,4438,64
30,Not,8402,4438,64
30,Not,8403,4439,64
30,Not,8402,4438,64
30,Not,8403,4438,64
30,Not,8403,4439,64
30,Not,8404,4438,64
30,Not,8404,4438,64
30,Not,8404,4439,64
30,Not,8405,4439,64
30,Not,8405,4439,64
30,Not,8405,4438,64
30,Not,8407,4439,64
30,Not,8408,4438,64
30,Not,8408,4438,64
30,Not,8408,4438,64
30,Not,8407,4438,64
30,Not,8408,4439,64
30,Not,8408,4438,64
30,Not,8408,4438,64
30,Not,8408,4438,64
30,Not,8409,4438,64
30,Not,8409,4439,64
30,Not,8409,4438,64
30,Not,8410,4438,64
30,Not,8410,4438,64
30,Not,8410,4439,64
30,Not,8411,4438,64
30,Not,8411,4438,64
30,Not,8414,4439,64
30,Not,8414,4438,64
30,Not,8415,4438,64
30,Not,8415,4439,64
30,Not,8414,4438,64
30,Not,8414,4439,64
30,Not,8414,4438,64
30,Not,8415,4439,64
30,Not,8414,4438,64
30,Not,8414,4439,65
30,Not,8415,4438,65
30,Not,8415,4438,65
30,Not,8415,4438,65
30,Not,8416,4439,65
30,Not,8416,4438,65
30,Not,8417,4438,65
30,Not,8417,4438,65
30,Not,8417,4438,65
30,Not,8417,4439,65
30,Not,8417,4438,65
30,Not,8418,4438,65
30,Not,8420,4438,65
30,Not,8420,4439,65
30,Not,8421,4438,65
30,Not,8421,4438,65
30,Not,8421,4438,65
30,Not,8420,4439,65
30,Not,8421,4438,65
30,Not,8421,4438,65
30,Not,8421,4438,65
30,Not,8421,4438,65
30,Not,8422,4439,65
30,Not,8422,4438,65
30,Not,8422,4439,65
30,Not,8423,4438,65
30,Not,8423,4438,65
30,Not,8423,4438,65
30,Not,8424,4438,65
30,Not,8425,4438,65
30,Not,8427,4438,65
30,Not,8427,4438,65
30,Not,8427,4438,65
30,Not,8427,4438,65
30,Not,8426,4438,65
30,Not,8427,4438,65
30,Not,8428,4439,65
30,Not,8429,4439,65
30,Not,8427,4438,65
30,Not,8428,4439,65
30,Not,8428,4439,65
30,Not,8428,4438,65
30,Not,8429,4438,65
30,Not,8429,4438,65
30,Not,8429,4439,65
30,Not,8430,4438,65
30,Not,8430,4438,65
30,Not,8430,4438,65
30,Not,8431,4438,65
30,Not,8431,4438,66
30,Not,8432,4438,66
30,Not,8434,4438,66
30,Not,8434,4438,66
30,Not,8434,4439,66
30,Not,8434,4439,66
30,Not,8433,4438,66
30,Not,8433,4438,66
30,Not,8434,4439,66
30,Not,8434,4438,66
30,Not,8435,4438,66
30,Not,8435,4438,66
30,Not,8435,4438,66
30,Not,8435,4438,66
30,Not,8436,4438,66
30,Not,8436,4439,66
30,Not,8437,4438,66
30,Not,8438,4438,66
30,Not,8440,4439,66
30,Not,8440,4438,66
30,Not,8440,4438,66
30,Not,8440,4438,66
30,Not,8441,4439,66
30,Not,8440,4438,66
30,Not,8441,4438,66
30,Not,8441,4438,66
30,Not,8442,4438,66
30,Not,8440,4438,66
30,Not,8441,4438,66
30,Not,8441,4438,66
30,Not,8441,4438,66
30,Not,8442,4438,66
30,Not,8442,4438,66
30,Not,8443,4439,66
30,Not,8443,4438,66
30,Not,8443,4438,66
30,Not,8443,4438,66
30,Not,8444,4438,66
30,Not,8444,4438,66
30,Not,8446,4438,66
30,Not,8447,4438,66
30,Not,8447,4439,66
30,Not,8447,4438,66
30,Not,8448,4438,66
30,Not,8446,4438,66
30,Not,8447,4438,66
30,Not,8447,4438,66
30,Not,8448,4438,66
30,Not,8448,4438,66
30,Not,8448,4439,67
30,Not,8449,4438,67
30,Not,8449,4438,67
30,Not,8450,4438,67
30,Not,8450,4438,67
30,Not,8451,4439,67
30,Not,8451,4438,67
30,Not,8453,4438,67
30,Not,8453,4439,67
30,Not,8454,4438,67
30,Not,8454,4438,67
30,Not,8455,4438,67
30,Not,8455,4438,67
30,Not,8455,4438,67
30,Not,8455,4438,67
30,Not,8455,4438,67
30,Not,8454,4438,67
30,Not,8455,4438,67
30,Not,8455,4439,67
30,Not,8455,4438,67
30,Not,8456,4438,67
30,Not,8456,4438,67
30,Not,8456,4439,67
30,Not,8457,4438,67
30,Not,8457,4438,67
30,Not,8458,4439,67
30,Not,8458,4438,67
